entityIndex,entityType,original,streetNumber,streetName,streetType,secUnitType,secUnitNum,city,state,zip,originalTerm
1827,LegalConstruct,OFF WEST SIDE-CE,NOT PARSED,OFF WEST SIDE-CE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE-CE
1828,AggregateHousehold,1547 OLD  MILL      #1,1547,OLD MILL,NOT PARSED,#,1,Block Island,RI,02807,1547 OLD  MILL      #1
1829,AggregateHousehold,1189  OLD  MILL,1189,OLD MILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1189  OLD  MILL
1830,LegalConstruct,1807 OFF WEST SIDE ROAD,1807,OFF WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1807 OFF WEST SIDE ROAD
1831,AggregateHousehold,1696 OFF WEST SIDE ROAD,1696,OFF WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1696 OFF WEST SIDE ROAD
1832,LegalConstruct,1581 OFF WEST SIDE ROAD,1581,OFF WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1581 OFF WEST SIDE ROAD
1833,Business,OFF WEST SIDE ROAD,NOT PARSED,OFF WEST SIDE ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE ROAD
1834,LegalConstruct,1595 OFF WEST SIDE ROAD,1595,OFF WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1595 OFF WEST SIDE ROAD
1835,AggregateHousehold,OFF WEST SIDE ROAD,NOT PARSED,OFF WEST SIDE ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE ROAD
1836,AggregateHousehold,1098  OFF WEST SIDE ROAD,1098,OFF WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1098  OFF WEST SIDE ROAD
1837,LegalConstruct,1596 OFF WEST SIDE ROAD,1596,OFF WEST SIDE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1596 OFF WEST SIDE ROAD
1838,Business,OFF WEST SIDE ROAD,NOT PARSED,OFF WEST SIDE ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE ROAD
1839,LegalConstruct,OFF WEST SIDE ROAD,NOT PARSED,OFF WEST SIDE ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE ROAD
1840,AggregateHousehold,1820  OFF WEST SIDE,1820,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1820  OFF WEST SIDE
1841,AggregateHousehold,1644  OFF WEST SIDE,1644,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1644  OFF WEST SIDE
1842,AggregateHousehold,1814 OFF WEST SIDE RD,1814,OFF WEST SIDE RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1814 OFF WEST SIDE RD
1843,LegalConstruct,1546  OFF WEST SIDE #01,1546,OFF WEST SIDE,NOT PARSED,#,01,Block Island,RI,02807,1546  OFF WEST SIDE #01
1844,Individual,OFF WEST SIDE ROAD,NOT PARSED,OFF WEST SIDE ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE ROAD
1845,LegalConstruct,1543 OFF WEST SIDE #02,1543,OFF WEST SIDE,NOT PARSED,#,02,Block Island,RI,02807,1543 OFF WEST SIDE #02
1846,AggregateHousehold,1568  OFF WEST SIDE,1568,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1568  OFF WEST SIDE
1847,Individual,1594  OFF WEST SIDE,1594,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1594  OFF WEST SIDE
1848,AggregateHousehold,1621  OFF WEST SIDE,1621,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1621  OFF WEST SIDE
1849,AggregateHousehold,1585  OFF WEST SIDE,1585,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1585  OFF WEST SIDE
1850,LegalConstruct,1562  OFF WEST SIDE,1562,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1562  OFF WEST SIDE
1851,AggregateHousehold,1560  OFF WEST SIDE,1560,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1560  OFF WEST SIDE
1852,LegalConstruct,1587  OFF WEST SIDE,1587,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1587  OFF WEST SIDE
1853,Individual,1582  OFF WEST SIDE,1582,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1582  OFF WEST SIDE
1854,AggregateHousehold,1559  OFF WEST SIDE,1559,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1559  OFF WEST SIDE
1855,AggregateHousehold,1526  OFF WEST SIDE,1526,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1526  OFF WEST SIDE
1856,AggregateHousehold,1542 OFF WEST SIDE,1542,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1542 OFF WEST SIDE
1857,AggregateHousehold,1518  OFF WEST SIDE,1518,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1518  OFF WEST SIDE
1858,LegalConstruct,1534  OFF WEST SIDE,1534,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1534  OFF WEST SIDE
1859,AggregateHousehold,1515  OFF WEST SIDE,1515,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1515  OFF WEST SIDE
1860,LegalConstruct,1541 OFF WEST SIDE,1541,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1541 OFF WEST SIDE
1861,LegalConstruct,1536  OFF WEST SIDE,1536,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1536  OFF WEST SIDE
1862,AggregateHousehold,1513  OFF WEST SIDE,1513,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1513  OFF WEST SIDE
1863,LegalConstruct,1172  OFF WEST SIDE,1172,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1172  OFF WEST SIDE
1864,AggregateHousehold,1220  OFF WEST SIDE,1220,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1220  OFF WEST SIDE
1865,LegalConstruct,1452 OFF WEST SIDE,1452,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1452 OFF WEST SIDE
1866,LegalConstruct,1507  OFF WEST SIDE,1507,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1507  OFF WEST SIDE
1867,LegalConstruct,1506  OFF WEST SIDE,1506,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1506  OFF WEST SIDE
1868,AggregateHousehold,1219  OFF WEST SIDE,1219,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1219  OFF WEST SIDE
1869,LegalConstruct,1215  OFF WEST SIDE,1215,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1215  OFF WEST SIDE
1870,LegalConstruct,1063  OFF WEST SIDE,1063,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1063  OFF WEST SIDE
1871,AggregateHousehold,1171 OFF WEST SIDE,1171,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1171 OFF WEST SIDE
1872,LegalConstruct,1024  OFF WEST SIDE,1024,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1024  OFF WEST SIDE
1873,AggregateHousehold,953  OFF WEST SIDE,953,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,953  OFF WEST SIDE
1874,Individual,1138  OFF WEST SIDE,1138,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1138  OFF WEST SIDE
1875,AggregateHousehold,1102  OFF WEST SIDE,1102,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1102  OFF WEST SIDE
1876,AggregateHousehold,990  OFF WEST SIDE,990,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,990  OFF WEST SIDE
1877,LegalConstruct,1100  OFF WEST SIDE,1100,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1100  OFF WEST SIDE
1878,LegalConstruct,952  OFF WEST SIDE,952,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,952  OFF WEST SIDE
1879,LegalConstruct,948  OFF WEST SIDE,948,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,948  OFF WEST SIDE
1880,Business,868  OFF WEST SIDE,868,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,868  OFF WEST SIDE
1881,LegalConstruct,869  OFF WEST SIDE,869,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,869  OFF WEST SIDE
1882,Individual,870  OFF WEST SIDE,870,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,870  OFF WEST SIDE
1883,AggregateHousehold,863  OFF WEST SIDE,863,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,863  OFF WEST SIDE
1884,LegalConstruct,864  OFF WEST SIDE,864,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,864  OFF WEST SIDE
1885,LegalConstruct,866  OFF WEST SIDE,866,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,866  OFF WEST SIDE
1886,LegalConstruct,859  OFF WEST SIDE,859,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,859  OFF WEST SIDE
1887,AggregateHousehold,OFF WEST SIDE,NOT PARSED,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE
1888,Business,OFF WEST SIDE,NOT PARSED,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE
1889,Individual,OFF WEST SIDE,NOT PARSED,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE
1890,AggregateHousehold,846  OFF WEST SIDE,846,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,846  OFF WEST SIDE
1891,Business,OFF WEST SIDE,NOT PARSED,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE
1892,LegalConstruct,849  OFF WEST SIDE,849,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,849  OFF WEST SIDE
1893,Business,OFF WEST SIDE,NOT PARSED,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE
1894,Business,OFF WEST SIDE,NOT PARSED,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE
1895,LegalConstruct,OFF WEST SIDE,NOT PARSED,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE
1896,Business,OFF WEST SIDE,NOT PARSED,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE
1897,Business,OFF WEST SIDE,NOT PARSED,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE
1898,LegalConstruct,OFF WEST SIDE,NOT PARSED,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE
1899,LegalConstruct,OFF WEST SIDE,NOT PARSED,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE
1900,LegalConstruct,OFF WEST SIDE,NOT PARSED,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE
1901,LegalConstruct,OFF WEST SIDE,NOT PARSED,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE
1902,Individual,OFF WEST SIDE,NOT PARSED,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE
1903,LegalConstruct,OFF WEST SIDE,NOT PARSED,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,OFF WEST SIDE
1904,LegalConstruct,56  OFF WATER,56,OFF WATER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,56  OFF WATER
1905,Business,OFF WEST BEACH ROAD,NOT PARSED,OFF WEST BEACH ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF WEST BEACH ROAD
1906,LegalConstruct,OFF WATER STREET,NOT PARSED,OFF WATER STREET,St,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF WATER STREET
1907,Business,OFF WEST BEACH ROAD,NOT PARSED,OFF WEST BEACH ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF WEST BEACH ROAD
1908,Individual,437  OFF WATER STREET,437,OFF WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,437  OFF WATER STREET
1909,LegalConstruct,OFF WATER STREET,NOT PARSED,OFF WATER STREET,St,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF WATER STREET
1910,AggregateHousehold,1673 OFF SPRING STREET,1673,OFF SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1673 OFF SPRING STREET
1911,AggregateHousehold,1052  OFF SPRING STREET,1052,OFF SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1052  OFF SPRING STREET
1912,AggregateHousehold,979  OFF SPRING STREET,979,OFF SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,979  OFF SPRING STREET
1913,AggregateHousehold,1009  OFF SPRING STREET,1009,OFF SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1009  OFF SPRING STREET
1914,AggregateHousehold,1277 OFF SPRING STREET,1277,OFF SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1277 OFF SPRING STREET
1915,AggregateHousehold,1006  OFF SPRING STREET,1006,OFF SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1006  OFF SPRING STREET
1916,LegalConstruct,1654 OFF SPRING STREET,1654,OFF SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1654 OFF SPRING STREET
1917,AggregateHousehold,1635  OFF SPRING STREET,1635,OFF SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1635  OFF SPRING STREET
1918,LegalConstruct,285  OFF SPRING STREET,285,OFF SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,285  OFF SPRING STREET
1919,LegalConstruct,977  OFF SPRING STREET,977,OFF SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,977  OFF SPRING STREET
1920,AggregateHousehold,969  OFF SPRING STREET,969,OFF SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,969  OFF SPRING STREET
1921,LegalConstruct,282  OFF SPRING STREET,282,OFF SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,282  OFF SPRING STREET
1922,LegalConstruct,266  OFF SPRING STREET,266,OFF SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,266  OFF SPRING STREET
1923,LegalConstruct,281  OFF SPRING STREET,281,OFF SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,281  OFF SPRING STREET
1924,LegalConstruct,331  OFF SPRING STREET,331,OFF SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,331  OFF SPRING STREET
1925,AggregateHousehold,OFF SPRING STREET,NOT PARSED,OFF SPRING STREET,St,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF SPRING STREET
1926,LegalConstruct,290  OFF SPRING,290,OFF SPRING,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,290  OFF SPRING
1927,LegalConstruct,291 OFF SPRING,291,OFF SPRING,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,291 OFF SPRING
1928,AggregateHousehold,289  OFF SPRING,289,OFF SPRING,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,289  OFF SPRING
1929,AggregateHousehold,1080  OFF SPRING,1080,OFF SPRING,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1080  OFF SPRING
1930,LegalConstruct,1008  OFF SPRING,1008,OFF SPRING,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1008  OFF SPRING
1931,AggregateHousehold,288  OFF SPRING,288,OFF SPRING,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,288  OFF SPRING
1932,AggregateHousehold,269  OFF SPRING,269,OFF SPRING,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,269  OFF SPRING
1933,AggregateHousehold,295  OFF SPRING,295,OFF SPRING,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,295  OFF SPRING
1934,LegalConstruct,267  OFF SPRING,267,OFF SPRING,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,267  OFF SPRING
1935,LegalConstruct,OFF SPRING,NOT PARSED,OFF SPRING,Spg,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF SPRING
1936,LegalConstruct,265  OFF SPRING,265,OFF SPRING,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,265  OFF SPRING
1937,Individual,OFF SPRING,NOT PARSED,OFF SPRING,Spg,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF SPRING
1938,LegalConstruct,306  OFF SOUTHEAST ROAD,306,OFF SOUTHEAST ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,306  OFF SOUTHEAST ROAD
1939,LegalConstruct,OFF SPRING,NOT PARSED,OFF SPRING,Spg,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF SPRING
1940,LegalConstruct,OFF SPRING,NOT PARSED,OFF SPRING,Spg,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF SPRING
1941,AggregateHousehold,OFF SOUTHEAST RD-ROW,NOT PARSED,OFF SOUTHEAST,Row,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF SOUTHEAST RD-ROW
1942,LegalConstruct,1685 OFF SOUTHEAST,1685,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1685 OFF SOUTHEAST
1943,LegalConstruct,1690  OFF SOUTHEAST,1690,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1690  OFF SOUTHEAST
1944,LegalConstruct,1666  OFF SOUTHEAST,1666,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1666  OFF SOUTHEAST
1945,Individual,1658  OFF SOUTHEAST,1658,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1658  OFF SOUTHEAST
1946,LegalConstruct,1640  OFF SOUTHEAST,1640,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1640  OFF SOUTHEAST
1947,Individual,1681  OFF SOUTHEAST,1681,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1681  OFF SOUTHEAST
1948,LegalConstruct,1683  OFF SOUTHEAST,1683,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1683  OFF SOUTHEAST
1949,AggregateHousehold,1684  OFF SOUTHEAST,1684,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1684  OFF SOUTHEAST
1950,AggregateHousehold,1628  OFF SOUTHEAST,1628,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1628  OFF SOUTHEAST
1951,LegalConstruct,1226  OFF SOUTHEAST,1226,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1226  OFF SOUTHEAST
1952,LegalConstruct,1137  OFF SOUTHEAST,1137,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1137  OFF SOUTHEAST
1953,AggregateHousehold,1266  OFF SOUTHEAST,1266,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1266  OFF SOUTHEAST
1954,Business,1243  OFF SOUTHEAST,1243,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1243  OFF SOUTHEAST
1955,AggregateHousehold,1050  OFF SOUTHEAST,1050,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1050  OFF SOUTHEAST
1956,LegalConstruct,992  OFF SOUTHEAST,992,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,992  OFF SOUTHEAST
1957,Business,1244  OFF SOUTHEAST,1244,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1244  OFF SOUTHEAST
1958,Individual,326  OFF SOUTHEAST,326,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,326  OFF SOUTHEAST
1959,AggregateHousehold,317  OFF SOUTHEAST,317,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,317  OFF SOUTHEAST
1960,AggregateHousehold,322  OFF SOUTHEAST,322,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,322  OFF SOUTHEAST
1961,AggregateHousehold,313 OFF SOUTHEAST,313,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,313 OFF SOUTHEAST
1962,Individual,312  OFF SOUTHEAST,312,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,312  OFF SOUTHEAST
1963,Individual,311  OFF SOUTHEAST,311,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,311  OFF SOUTHEAST
1964,LegalConstruct,315  OFF SOUTHEAST,315,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,315  OFF SOUTHEAST
1965,Individual,324  OFF SOUTHEAST,324,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,324  OFF SOUTHEAST
1966,Individual,307  OFF SOUTHEAST,307,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,307  OFF SOUTHEAST
1967,LegalConstruct,OFF SOUTHEAST,NOT PARSED,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF SOUTHEAST
1968,Individual,OFF SOUTHEAST,NOT PARSED,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF SOUTHEAST
1969,AggregateHousehold,OFF SOUTHEAST,NOT PARSED,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF SOUTHEAST
1970,LegalConstruct,OFF SOUTHEAST,NOT PARSED,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF SOUTHEAST
1971,AggregateHousehold,OFF SOUTHEAST,NOT PARSED,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF SOUTHEAST
1972,Individual,OFF SOUTHEAST,NOT PARSED,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF SOUTHEAST
1973,AggregateHousehold,OFF SOUTHEAST,NOT PARSED,OFF SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF SOUTHEAST
1974,LegalConstruct,304  OFF SOUTH EAST ROAD,304,OFF SOUTH EAST ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,304  OFF SOUTH EAST ROAD
1975,LegalConstruct,308  OFF SOUTH EAST ROAD,308,OFF SOUTH EAST ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,308  OFF SOUTH EAST ROAD
1976,AggregateHousehold,1339 OFF SNAKE HOLE ROAD,1339,OFF SNAKE HOLE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1339 OFF SNAKE HOLE ROAD
1977,Individual,325  OFF SOUTH EAST,325,OFF SOUTH EAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,325  OFF SOUTH EAST
1978,LegalConstruct,302  OFF SOUTH EAST ROAD,302,OFF SOUTH EAST ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,302  OFF SOUTH EAST ROAD
1979,AggregateHousehold,OFF SNAKEHOLE,NOT PARSED,OFF SNAKEHOLE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF SNAKEHOLE
1980,LegalConstruct,1051  OFF SOUTH EAST,1051,OFF SOUTH EAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1051  OFF SOUTH EAST
1981,AggregateHousehold,1341 OFF SNAKE HOLE ROAD,1341,OFF SNAKE HOLE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1341 OFF SNAKE HOLE ROAD
1982,AggregateHousehold,793 OFF SNAKE HOLE ROAD,793,OFF SNAKE HOLE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,793 OFF SNAKE HOLE ROAD
1983,LegalConstruct,790  OFF SNAKE HOLE ROAD,790,OFF SNAKE HOLE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,790  OFF SNAKE HOLE ROAD
1984,LegalConstruct,1357  OFF SNAKE HOLE,1357,OFF SNAKE HOLE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1357  OFF SNAKE HOLE
1985,Business,OFF SNAKE HOLE ROAD,NOT PARSED,OFF SNAKE HOLE ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF SNAKE HOLE ROAD
1986,Individual,791  OFF SNAKE HOLE,791,OFF SNAKE HOLE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,791  OFF SNAKE HOLE
1987,AggregateHousehold,1338  OFF SNAKE HOLE,1338,OFF SNAKE HOLE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1338  OFF SNAKE HOLE
