entityIndex,entityType,addressIndex,original,streetNumber,streetName,streetType,secUnitType,secUnitNum,city,state,zip,originalTerm
1764,LegalConstruct,0,PO BOX 1915::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1915,Block Island,RI,02807,PO BOX 1915::#^#::BLOCK ISLAND:^#^: RI 02807
1765,Business,0,PO BOX 1287::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1287,Block Island,RI,02807,PO BOX 1287::#^#::BLOCK ISLAND:^#^: RI 02807
1766,AggregateHousehold,0,19 OAK HILL ROAD::#^#::CHAPPAQUA:^#^: NY 10514,19,OAK HILL,Rd,NOT PARSED,NOT PARSED,CHAPPAQUA,NY,10514,19 OAK HILL ROAD::#^#::CHAPPAQUA:^#^: NY 10514
1767,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
1768,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
1769,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
1770,AggregateHousehold,0,PO BOX 922::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,922,Block Island,RI,02807,PO BOX 922::#^#::BLOCK ISLAND:^#^: RI 02807
1771,AggregateHousehold,0,14 EVERET AVE::#^#::WINCHESTER:^#^: MA 01890,14,EVERET,Ave,NOT PARSED,NOT PARSED,WINCHESTER,MA,01890,14 EVERET AVE::#^#::WINCHESTER:^#^: MA 01890
1772,AggregateHousehold,0,14 EVERETT AVE::#^#::WINCHESTER:^#^: MA 01890,14,EVERETT,Ave,NOT PARSED,NOT PARSED,WINCHESTER,MA,01890,14 EVERETT AVE::#^#::WINCHESTER:^#^: MA 01890
1773,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
1774,Individual,0,8 FINCH ROAD::#^#::N. SALEM:^#^: NY 10560,8,FINCH,Rd,NOT PARSED,NOT PARSED,North SALEM,NY,10560,8 FINCH ROAD::#^#::N. SALEM:^#^: NY 10560
1775,LegalConstruct,0,PO BOX 460::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,460,Block Island,RI,02807,PO BOX 460::#^#::BLOCK ISLAND:^#^: RI 02807
1776,AggregateHousehold,0,21 CHERRY BROOK LAND::#^#::SUFFIELD:^#^: CT 06078,21,CHERRY BROOK,Land,NOT PARSED,NOT PARSED,SUFFIELD,CT,06078,21 CHERRY BROOK LAND::#^#::SUFFIELD:^#^: CT 06078
1777,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
1778,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
1779,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
1780,Individual,0,C/O MARY JANE EAKER PETERSON::#^#::30 BOKUM RD.  APT # 329::#^#::ESSEX:^#^: CT 06426,30,BOKUM,Rd,APT,329,ESSEX,CT,06426,C/O MARY JANE EAKER PETERSON::#^#::30 BOKUM RD.  APT # 329::#^#::ESSEX:^#^: CT 06426
1781,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1782,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
1783,AggregateHousehold,0,14 EVERETT AVE::#^#::WINCHESTER:^#^: MA 01890,14,EVERETT,Ave,NOT PARSED,NOT PARSED,WINCHESTER,MA,01890,14 EVERETT AVE::#^#::WINCHESTER:^#^: MA 01890
1784,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1785,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1786,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1787,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1788,Individual,0,30 BOKUM RD. APT 329::#^#::ESSEX:^#^: CT 06429,30,BOKUM,Rd,APT,329,ESSEX,CT,06429,30 BOKUM RD. APT 329::#^#::ESSEX:^#^: CT 06429
1789,Individual,0,30 BOKUM RD. APT 329::#^#::ESSEX:^#^: CT 06426,30,BOKUM,Rd,APT,329,ESSEX,CT,06426,30 BOKUM RD. APT 329::#^#::ESSEX:^#^: CT 06426
1790,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
1791,AggregateHousehold,0,PO BOX 232::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,232,Block Island,RI,02807,PO BOX 232::#^#::BLOCK ISLAND:^#^: RI 02807
1792,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1793,AggregateHousehold,0,130 POLLOCK RD::#^#::LATHAM:^#^: NY 12110,130,POLLOCK,Rd,NOT PARSED,NOT PARSED,LATHAM,NY,12110,130 POLLOCK RD::#^#::LATHAM:^#^: NY 12110
1794,LegalConstruct,0,841 WEST SIDE RD::#^#::P.O. BOX 1545::#^#::BLOCK ISLAND:^#^: RI 02807,841,WEST SIDE RD,NOT PARSED,PO BOX,1545,Block Island,RI,02807,841 WEST SIDE RD::#^#::P.O. BOX 1545::#^#::BLOCK ISLAND:^#^: RI 02807
1795,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1796,LegalConstruct,0,51 FOREST AVENUE #110::#^#::OLD GREENWICH:^#^: CT 06870,51,FOREST,Ave,#,110,OLD GREENWICH,CT,06870,51 FOREST AVENUE #110::#^#::OLD GREENWICH:^#^: CT 06870
1797,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1798,LegalConstruct,0,8978 LELY ISLAND CIRCLE::#^#::NAPLES:^#^: FL 34113,8978,LELY ISLAND,Cir,NOT PARSED,NOT PARSED,NAPLES,FL,34113,8978 LELY ISLAND CIRCLE::#^#::NAPLES:^#^: FL 34113
1799,AggregateHousehold,0,PO BOX 753::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,753,Block Island,RI,02807,PO BOX 753::#^#::BLOCK ISLAND:^#^: RI 02807
1800,AggregateHousehold,0,1089 OLD MILL::#^#::PO BOX 35::#^#::BLOCK ISLAND:^#^: RI 02807,1089,OLD MILL,NOT PARSED,PO BOX,35,Block Island,RI,02807,1089 OLD MILL::#^#::PO BOX 35::#^#::BLOCK ISLAND:^#^: RI 02807
1801,LegalConstruct,0,55 OAKLAND DRIVE::#^#::OAKDALE:^#^: CT 06370,55,OAKLAND,Dr,NOT PARSED,NOT PARSED,OAKDALE,CT,06370,55 OAKLAND DRIVE::#^#::OAKDALE:^#^: CT 06370
1802,LegalConstruct,0,111 REDDING ROAD::#^#::::#^#::REDDING:^#^: CT 06896,111,REDDING,Rd,NOT PARSED,NOT PARSED,REDDING,CT,06896,111 REDDING ROAD::#^#::::#^#::REDDING:^#^: CT 06896
1803,LegalConstruct,0,110 SEAVIEW AVE::#^#::NORTH KINGSTOWN:^#^: RI 02852,110,SEAVIEW,Ave,NOT PARSED,NOT PARSED,NORTH KINGSTOWN,RI,02852,110 SEAVIEW AVE::#^#::NORTH KINGSTOWN:^#^: RI 02852
1804,AggregateHousehold,0,47 THREE BRIDGES RD. WEST::#^#::EAST HADDAM:^#^: CT 06423,47,THREE BRIDGES RD. WEST,Rd,NOT PARSED,NOT PARSED,EAST HADDAM,CT,06423,47 THREE BRIDGES RD. WEST::#^#::EAST HADDAM:^#^: CT 06423
1805,AggregateHousehold,0,21 FATHER FRANCIS GILDAY ST.::#^#::APT. 210::#^#::BOSTON:^#^: MA 02118,21,FATHER FRANCIS GILDAY,St,APT,210,BOSTON,MA,02118,21 FATHER FRANCIS GILDAY ST.::#^#::APT. 210::#^#::BOSTON:^#^: MA 02118
1806,AggregateHousehold,0,39 WELLSTOWN RD::#^#::ASHAWAY:^#^: RI 02804,39,WELLSTOWN,Rd,NOT PARSED,NOT PARSED,ASHAWAY,RI,02804,39 WELLSTOWN RD::#^#::ASHAWAY:^#^: RI 02804
1807,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1808,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
1809,LegalConstruct,0,C/O ESTABROOK::#^#::373 SACKETT ST::#^#::BROOKLYN:^#^: NY 11231,373,SACKETT,St,NOT PARSED,NOT PARSED,BROOKLYN,NY,11231,C/O ESTABROOK::#^#::373 SACKETT ST::#^#::BROOKLYN:^#^: NY 11231
1810,AggregateHousehold,0,13844 CRABTREE WAY::#^#::GAINESVILLE:^#^: VA 20155,13844,CRABTREE,Way,NOT PARSED,NOT PARSED,GAINESVILLE,VA,20155,13844 CRABTREE WAY::#^#::GAINESVILLE:^#^: VA 20155
1811,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
1812,Business,0,T F GREEN AIRPORT::#^#::WARWICK:^#^: RI 02886,NOT PARSED,WARWICK,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,T F GREEN AIRPORT::#^#::WARWICK:^#^: RI 02886
1813,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1814,AggregateHousehold,0,PO BOX 1401::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1401,Block Island,RI,02807,PO BOX 1401::#^#::BLOCK ISLAND:^#^: RI 02807
1815,AggregateHousehold,0,136 GREGORY BLVD::#^#::NORWALK:^#^: CT 06855,136,GREGORY,Blvd,NOT PARSED,NOT PARSED,NORWALK,CT,06855,136 GREGORY BLVD::#^#::NORWALK:^#^: CT 06855
1816,AggregateHousehold,0,PO BOX 430::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,430,Block Island,RI,02807,PO BOX 430::#^#::BLOCK ISLAND:^#^: RI 02807
1817,AggregateHousehold,0,PO BOX 683::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,683,Block Island,RI,02807,PO BOX 683::#^#::BLOCK ISLAND:^#^: RI 02807
1818,AggregateHousehold,0,PO BOX 430::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,430,Block Island,RI,02807,PO BOX 430::#^#::BLOCK ISLAND:^#^: RI 02807
1819,LegalConstruct,0,PO BOX 512::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,512,Block Island,RI,02807,PO BOX 512::#^#::BLOCK ISLAND:^#^: RI 02807
1820,Business,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1821,Business,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1822,Individual,0,74 GOLFVIEW DRIVE::#^#::TEQUESTA:^#^: FL 33469,74,GOLFVIEW,Dr,NOT PARSED,NOT PARSED,TEQUESTA,FL,33469,74 GOLFVIEW DRIVE::#^#::TEQUESTA:^#^: FL 33469
1823,AggregateHousehold,0,249 GRASSY HILL ROAD::#^#::::#^#::EAST LYME:^#^: CT 06333,249,GRASSY HILL,Rd,NOT PARSED,NOT PARSED,EAST LYME,CT,06333,249 GRASSY HILL ROAD::#^#::::#^#::EAST LYME:^#^: CT 06333
1824,AggregateHousehold,0,100 OLD WASHINGTON RD::#^#::RIDGEFIELD:^#^: CT 06877,100,OLD WASHINGTON,Rd,NOT PARSED,NOT PARSED,RIDGEFIELD,CT,06877,100 OLD WASHINGTON RD::#^#::RIDGEFIELD:^#^: CT 06877
1825,AggregateHousehold,0,101 MAIN STREET::#^#::CONCORD:^#^: MA 01742,101,MAIN,St,NOT PARSED,NOT PARSED,CONCORD,MA,01742,101 MAIN STREET::#^#::CONCORD:^#^: MA 01742
1826,LegalConstruct,0,PO BOX 1256::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1256,Block Island,RI,02807,PO BOX 1256::#^#::BLOCK ISLAND:^#^: RI 02807
1827,LegalConstruct,0,P.O. BOX 957::#^#::SOUTHPORT:^#^: CT 06890,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,957,SOUTHPORT,CT,06890,P.O. BOX 957::#^#::SOUTHPORT:^#^: CT 06890
1828,AggregateHousehold,0,PO BOX 396::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,396,Block Island,RI,02807,PO BOX 396::#^#::BLOCK ISLAND:^#^: RI 02807
1829,AggregateHousehold,0,130 POLLOCK RD::#^#::LATHAM:^#^: NY 12110,130,POLLOCK,Rd,NOT PARSED,NOT PARSED,LATHAM,NY,12110,130 POLLOCK RD::#^#::LATHAM:^#^: NY 12110
1830,LegalConstruct,0,P.O. BOX 957::#^#::SOUTH PORT:^#^: CT 06890,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,957,SOUTH PORT,CT,06890,P.O. BOX 957::#^#::SOUTH PORT:^#^: CT 06890
1831,AggregateHousehold,0,155 CLIFF DRIVE::#^#::NARRAGANSETT:^#^: RI 02882,155,CLIFF,Dr,NOT PARSED,NOT PARSED,NARRAGANSETT,RI,02882,155 CLIFF DRIVE::#^#::NARRAGANSETT:^#^: RI 02882
1832,LegalConstruct,0,2155 SOUTH MAIDEN LANE::#^#::VERO BEACH:^#^: FL 32963,2155,MAIDEN,Ln,NOT PARSED,NOT PARSED,VERO BEACH,FL,32963,2155 SOUTH MAIDEN LANE::#^#::VERO BEACH:^#^: FL 32963
1833,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
1834,LegalConstruct,0,505 TREMONT ST::#^#::APT # 412::#^#::BOSTON:^#^: MA 02116,505,TREMONT,St,APT,412,BOSTON,MA,02116,505 TREMONT ST::#^#::APT # 412::#^#::BOSTON:^#^: MA 02116
1835,AggregateHousehold,0,6 PAR PLACE::#^#::S. WEYMOUTH :^#^: MA 02190,6,PAR,Pl,NOT PARSED,NOT PARSED,South WEYMOUTH,MA,02190,6 PAR PLACE::#^#::S. WEYMOUTH :^#^: MA 02190
1836,AggregateHousehold,0,1098 OFF WEST SIDE ROAD::#^#::15 DIMAN PLACE::#^#::PROVIDENCE:^#^: RI 02906,1098,OFF WEST SIDE,Rd,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,1098 OFF WEST SIDE ROAD::#^#::15 DIMAN PLACE::#^#::PROVIDENCE:^#^: RI 02906
1837,LegalConstruct,0,73 BEACHSIDE AVE::#^#::WESTPORT:^#^: CT 06880,73,BEACHSIDE,Ave,NOT PARSED,NOT PARSED,WESTPORT,CT,06880,73 BEACHSIDE AVE::#^#::WESTPORT:^#^: CT 06880
1838,Business,0,PO BOX 1287::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1287,Block Island,RI,02807,PO BOX 1287::#^#::BLOCK ISLAND:^#^: RI 02807
1839,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1840,AggregateHousehold,0,9 CASSANDRA BLVD::#^#::UNIT 1::#^#::WEST HARTFORD:^#^: CT 06107,9,CASSANDRA,Blvd,UNIT,1,WEST HARTFORD,CT,06107,9 CASSANDRA BLVD::#^#::UNIT 1::#^#::WEST HARTFORD:^#^: CT 06107
1841,AggregateHousehold,0,198 CHASE AVENUE::#^#::PROVIDENCE:^#^: RI 02906,198,CHASE,Ave,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,198 CHASE AVENUE::#^#::PROVIDENCE:^#^: RI 02906
1842,AggregateHousehold,0,1192 PARK AVE APT 10D::#^#::NEW YORK:^#^: NY 10128,1192,PARK,Ave,APT,10D,NEW YORK,NY,10128,1192 PARK AVE APT 10D::#^#::NEW YORK:^#^: NY 10128
1843,LegalConstruct,0,PO BOX 1237::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1237,Block Island,RI,02807,PO BOX 1237::#^#::BLOCK ISLAND:^#^: RI 02807
1844,Individual,0,6 PAR PLACE::#^#::SOUTH WEYMAN:^#^: MA 02190,6,PAR,Pl,NOT PARSED,NOT PARSED,SOUTH WEYMAN,MA,02190,6 PAR PLACE::#^#::SOUTH WEYMAN:^#^: MA 02190
1845,LegalConstruct,0,PO BOX 1237::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1237,Block Island,RI,02807,PO BOX 1237::#^#::BLOCK ISLAND:^#^: RI 02807
1846,AggregateHousehold,0,28 COVENTRY LANE::#^#::LONGMEADOW:^#^: MA 01106,28,COVENTRY,Ln,NOT PARSED,NOT PARSED,LONGMEADOW,MA,01106,28 COVENTRY LANE::#^#::LONGMEADOW:^#^: MA 01106
1847,Individual,0,N3735 M-35::#^#::MENDMINEE:^#^: MI 49858,NOT PARSED,MENDMINEE,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,N3735 M-35::#^#::MENDMINEE:^#^: MI 49858
1848,AggregateHousehold,0,351 SOUTHLAND ROAD::#^#::VENICE:^#^: FL 34293,351,SOUTHLAND,Rd,NOT PARSED,NOT PARSED,VENICE,FL,34293,351 SOUTHLAND ROAD::#^#::VENICE:^#^: FL 34293
1849,AggregateHousehold,0,15 HEARTHSTONE DRIVE::#^#::HEBRON:^#^: CT 06248,15,HEARTHSTONE,Dr,NOT PARSED,NOT PARSED,HEBRON,CT,06248,15 HEARTHSTONE DRIVE::#^#::HEBRON:^#^: CT 06248
1850,LegalConstruct,0,PO BOX 1149::#^#::GLEN:^#^: NH 03838,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1149,GLEN,NH,03838,PO BOX 1149::#^#::GLEN:^#^: NH 03838
1851,AggregateHousehold,0,142 GAY BOWERS RD::#^#::FAIRFIELD:^#^: CT 06824,142,GAY BOWERS,Rd,NOT PARSED,NOT PARSED,FAIRFIELD,CT,06824,142 GAY BOWERS RD::#^#::FAIRFIELD:^#^: CT 06824
1852,LegalConstruct,0,2155 SOUTH MAIDEN LANE::#^#::VERO BEACH:^#^: FL 32963,2155,MAIDEN,Ln,NOT PARSED,NOT PARSED,VERO BEACH,FL,32963,2155 SOUTH MAIDEN LANE::#^#::VERO BEACH:^#^: FL 32963
1853,Individual,0,PO BOX 323::#^#::ANDES:^#^: NY 13731,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,323,ANDES,NY,13731,PO BOX 323::#^#::ANDES:^#^: NY 13731
1854,AggregateHousehold,0,PO BOX 707::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,707,Block Island,RI,02807,PO BOX 707::#^#::BLOCK ISLAND:^#^: RI 02807
1855,AggregateHousehold,0,318 GRIDSTONE HILL RD.::#^#::NORTH STONINGTON:^#^: CT 06359,318,GRIDSTONE HILL,Rd,NOT PARSED,NOT PARSED,NORTH STONINGTON,CT,06359,318 GRIDSTONE HILL RD.::#^#::NORTH STONINGTON:^#^: CT 06359
1856,AggregateHousehold,0,1542 OFF WEST SIDE::#^#::BLOCK ISLAND:^#^: RI 02807,1542,OFF WEST SIDE,NOT PARSED,SIDE,NOT PARSED,Block Island,RI,02807,1542 OFF WEST SIDE::#^#::BLOCK ISLAND:^#^: RI 02807
1857,AggregateHousehold,0,45 WEST 60TH ST.::#^#::APT 25A::#^#::NEW YORK:^#^: NY 10023,45,60TH,St,APT,25A,NEW YORK,NY,10023,45 WEST 60TH ST.::#^#::APT 25A::#^#::NEW YORK:^#^: NY 10023
1858,LegalConstruct,0,17 NEPTUNE DRIVE::#^#::GROTON:^#^: CT 06340,17,NEPTUNE,Dr,NOT PARSED,NOT PARSED,GROTON,CT,06340,17 NEPTUNE DRIVE::#^#::GROTON:^#^: CT 06340
1859,AggregateHousehold,0,PO BOX 1107::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1107,Block Island,RI,02807,PO BOX 1107::#^#::BLOCK ISLAND:^#^: RI 02807
1860,LegalConstruct,0,PO BOX 912::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,912,Block Island,RI,02807,PO BOX 912::#^#::BLOCK ISLAND:^#^: RI 02807
1861,LegalConstruct,0,49 WAYSIDE LANE::#^#::REDDING:^#^: CT 06898,49,WAYSIDE,Ln,NOT PARSED,NOT PARSED,REDDING,CT,06898,49 WAYSIDE LANE::#^#::REDDING:^#^: CT 06898
1862,AggregateHousehold,0,66-2 ELYS FERRY RD::#^#::LYME:^#^: CT 06371,66-2,ELYS FERRY,Rd,NOT PARSED,NOT PARSED,LYME,CT,06371,66-2 ELYS FERRY RD::#^#::LYME:^#^: CT 06371
1863,LegalConstruct,0,90 BEARDSLEY ROAD::#^#::KENT:^#^: CT 06757,90,BEARDSLEY,Rd,NOT PARSED,NOT PARSED,KENT,CT,06757,90 BEARDSLEY ROAD::#^#::KENT:^#^: CT 06757
1864,AggregateHousehold,0,22 WAKEMAN PLACE::#^#::WESTPORT:^#^: CT 06880,22,WAKEMAN,Pl,NOT PARSED,NOT PARSED,WESTPORT,CT,06880,22 WAKEMAN PLACE::#^#::WESTPORT:^#^: CT 06880
1865,LegalConstruct,0,811 NETHERWOOD ROAD::#^#::HYDE PARK:^#^: NY 12538,811,NETHERWOOD,Rd,NOT PARSED,NOT PARSED,HYDE PARK,NY,12538,811 NETHERWOOD ROAD::#^#::HYDE PARK:^#^: NY 12538
1866,LegalConstruct,0,412 MAIN ST::#^#::OLD SAYBROOK:^#^: CT 06475,412,MAIN,St,NOT PARSED,NOT PARSED,OLD SAYBROOK,CT,06475,412 MAIN ST::#^#::OLD SAYBROOK:^#^: CT 06475
1867,LegalConstruct,0,1094 COONEYMUS::#^#::P.O. BOX 1119::#^#::BLOCK ISLAND:^#^: RI 02807,1094,COONEYMUS,NOT PARSED,PO BOX,1119,Block Island,RI,02807,1094 COONEYMUS::#^#::P.O. BOX 1119::#^#::BLOCK ISLAND:^#^: RI 02807
1868,AggregateHousehold,0,16 PEQUOT::#^#::WESTPORT:^#^: CT 06880,16,PEQUOT,NOT PARSED,NOT PARSED,NOT PARSED,WESTPORT,CT,06880,16 PEQUOT::#^#::WESTPORT:^#^: CT 06880
1869,LegalConstruct,0,PO BOX 1021::#^#::ALPINE:^#^: NJ 07620,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1021,ALPINE,NJ,07620,PO BOX 1021::#^#::ALPINE:^#^: NJ 07620
1870,LegalConstruct,0,411 WEST END #14D::#^#::NEW YORK:^#^: NY 10024,411,END,NOT PARSED,#,14D,NEW YORK,NY,10024,411 WEST END #14D::#^#::NEW YORK:^#^: NY 10024
1871,AggregateHousehold,0,141 EAST AVENUE::#^#::NEW CANAAN:^#^: CT 06840,141,EAST,Ave,NOT PARSED,NOT PARSED,NEW CANAAN,CT,06840,141 EAST AVENUE::#^#::NEW CANAAN:^#^: CT 06840
1872,LegalConstruct,0,86 STONE ROAD::#^#::BELMONT:^#^: MA 02178,86,STONE,Rd,NOT PARSED,NOT PARSED,BELMONT,MA,02178,86 STONE ROAD::#^#::BELMONT:^#^: MA 02178
1873,AggregateHousehold,0,71 WAHACKME RD::#^#::NEW CANAAN:^#^: CT 06840,71,WAHACKME,Rd,NOT PARSED,NOT PARSED,NEW CANAAN,CT,06840,71 WAHACKME RD::#^#::NEW CANAAN:^#^: CT 06840
